ts_unix_ms,link_id,channel_id,osnr_db,ber,laser_bias_ma,edfa_pump_ma,rx_power_dbm,label
1710000548000,S3,C1,18.4319,1.49555e-05,40.062,180.294,-12.0562,nominal
1710000549000,S1,C1,18.4894,1.32374e-05,39.9601,180.056,-12.0146,nominal
1710000549000,S2,C1,15.5407,0.00138439,40.1005,253.724,-11.9821,edfa_aging
1710000549000,S3,C1,18.5086,1.2704e-05,40.0095,180.397,-12.0583,nominal
1710000550000,S1,C1,18.554,1.15195e-05,39.9209,180.305,-11.9259,nominal
1710000550000,S2,C1,15.6026,0.00129046,39.7872,254.776,-12.1074,edfa_aging
1710000550000,S3,C1,18.4612,1.40581e-05,40.1329,179.993,-12.1903,nominal
1710000551000,S1,C1,18.4814,1.34665e-05,40.2252,179.462,-12.0188,nominal
1710000551000,S2,C1,15.5206,0.00141608,39.6528,254.664,-11.9641,edfa_aging
1710000551000,S3,C1,18.4075,1.57458e-05,39.9926,179.848,-11.9085,nominal
1710000552000,S1,C1,18.5169,1.24792e-05,39.8215,180.059,-11.9787,nominal
1710000552000,S2,C1,15.5238,0.00141105,40.0597,255.45,-12.0505,edfa_aging
1710000552000,S3,C1,18.4659,1.39178e-05,40.0607,179.753,-11.9711,nominal
1710000553000,S1,C1,18.5663,1.12162e-05,40.148,180.073,-12.053,nominal
1710000553000,S2,C1,15.4575,0.00151944,39.9153,254.897,-12.0502,edfa_aging
1710000553000,S3,C1,18.4714,1.37571e-05,39.7642,179.879,-11.9213,nominal
1710000554000,S1,C1,18.4816,1.34592e-05,39.7257,179.689,-12.0495,nominal
1710000554000,S2,C1,15.5019,0.00144613,39.761,255.677,-11.9805,edfa_aging
1710000554000,S3,C1,18.5211,1.23676e-05,40.0249,179.778,-11.9639,nominal
1710000555000,S1,C1,18.4695,1.38122e-05,40.0406,179.925,-12.0487,nominal
1710000555000,S2,C1,15.587,0.00131354,40.1377,255.492,-12.0667,edfa_aging
1710000555000,S3,C1,18.5663,1.12164e-05,39.8155,180.024,-12.1301,nominal
1710000556000,S1,C1,18.4995,1.29535e-05,39.9685,180.415,-12.0278,nominal
1710000556000,S2,C1,15.4764,0.00148791,40.2209,256.327,-12.0654,edfa_aging
1710000556000,S3,C1,18.5571,1.14405e-05,40.0824,179.803,-11.9302,nominal
1710000557000,S1,C1,18.5299,1.21345e-05,40.0455,180.112,-11.9498,nominal
1710000557000,S2,C1,15.4914,0.00146319,39.8218,255.886,-11.9781,edfa_aging
1710000557000,S3,C1,18.5407,1.18563e-05,40.2592,180.436,-11.8795,nominal
1710000558000,S1,C1,18.5241,1.22871e-05,39.8833,179.844,-11.9939,nominal
1710000558000,S2,C1,15.3429,0.00172261,39.8508,256.645,-12.0538,edfa_aging
1710000558000,S3,C1,18.4785,1.35488e-05,39.9881,179.646,-12.1242,nominal
1710000559000,S1,C1,18.5078,1.27261e-05,39.6959,179.927,-11.8435,nominal
1710000559000,S2,C1,15.5219,0.00141403,39.8907,255.906,-11.9376,edfa_aging
1710000559000,S3,C1,18.508,1.27209e-05,40.0616,180.637,-11.915,nominal
1710000560000,S1,C1,18.5278,1.21896e-05,39.7567,180.193,-11.9562,nominal
1710000560000,S2,C1,15.4649,0.00150703,39.8722,256.349,-12.1115,edfa_aging
1710000560000,S3,C1,18.4982,1.29915e-05,40.1083,179.812,-12.0603,nominal
1710000561000,S1,C1,18.42,1.53362e-05,40.1852,180.525,-11.9779,nominal
1710000561000,S2,C1,15.5083,0.00143583,39.9739,256.515,-11.943,edfa_aging
1710000561000,S3,C1,18.5707,1.11088e-05,40.2034,179.81,-12.0433,nominal
1710000562000,S1,C1,18.457,1.4182e-05,40.0201,180.333,-11.8216,nominal
1710000562000,S2,C1,15.4414,0.00154674,39.8223,257.339,-11.9516,edfa_aging
1710000562000,S3,C1,18.4675,1.387e-05,40.1153,180.264,-12.1033,nominal
1710000563000,S1,C1,18.5082,1.27161e-05,39.8584,180.306,-12.0087,nominal
1710000563000,S2,C1,15.3783,0.0016577,39.9886,256.32,-11.9909,edfa_aging
1710000563000,S3,C1,18.4726,1.37197e-05,40.1827,179.705,-12.0751,nominal
1710000564000,S1,C1,18.4536,1.42868e-05,40.1229,180.644,-12.064,nominal
1710000564000,S2,C1,15.3444,0.00171997,39.9308,256.89,-12.0835,edfa_aging
1710000564000,S3,C1,18.5751,1.10033e-05,39.9202,179.246,-11.9975,nominal
1710000565000,S1,C1,18.4329,1.49249e-05,39.876,179.384,-11.9878,nominal
1710000565000,S2,C1,15.429,0.00156815,40.1486,257.634,-11.9354,edfa_aging
1710000565000,S3,C1,18.5291,1.21567e-05,39.9885,180.328,-11.9582,nominal
1710000566000,S1,C1,18.4396,1.47154e-05,39.8768,179.428,-12.0865,nominal
1710000566000,S2,C1,15.3941,0.00162943,39.9754,257.733,-12.0594,edfa_aging
1710000566000,S3,C1,18.4777,1.35725e-05,39.7823,180.566,-11.96,nominal
1710000567000,S1,C1,18.4541,1.42709e-05,39.8056,179.089,-11.959,nominal
1710000567000,S2,C1,15.3382,0.00173147,40.1248,257.941,-11.9131,edfa_aging
1710000567000,S3,C1,18.5084,1.27082e-05,40.33,179.225,-11.9527,nominal
1710000568000,S1,C1,18.4911,1.31901e-05,40.164,180.346,-11.8916,nominal
1710000568000,S2,C1,15.3751,0.00166351,40.2166,258.327,-11.96,edfa_aging
1710000568000,S3,C1,18.5077,1.2729e-05,39.8241,180.204,-12.0304,nominal
1710000569000,S1,C1,18.4489,1.44298e-05,40.2817,179.082,-11.9493,nominal
1710000569000,S2,C1,15.3382,0.00173152,40.0694,258.275,-12.0829,edfa_aging
1710000569000,S3,C1,18.5097,1.26751e-05,40.1373,179.772,-11.9598,nominal
1710000570000,S1,C1,18.5117,1.26186e-05,39.8426,179.99,-12.0324,nominal
1710000570000,S2,C1,15.3973,0.00162371,40.0887,258.825,-11.9686,edfa_aging
1710000570000,S3,C1,18.5403,1.18658e-05,40.025,179.907,-11.947,nominal
1710000571000,S1,C1,18.5848,1.07721e-05,40.0305,180.312,-12.0115,nominal
1710000571000,S2,C1,15.3324,0.0017423,39.9172,259.273,-11.9448,edfa_aging
1710000571000,S3,C1,18.5186,1.24343e-05,40.0187,180.622,-11.9197,nominal
1710000572000,S1,C1,18.4926,1.31466e-05,40.1336,179.442,-11.9616,nominal
1710000572000,S2,C1,15.2834,0.00183657,39.992,258.608,-11.9472,edfa_aging
1710000572000,S3,C1,18.491,1.31916e-05,39.8262,179.452,-11.9597,nominal
1710000573000,S1,C1,18.5637,1.1278e-05,40.3042,179.739,-11.9063,nominal
1710000573000,S2,C1,15.3317,0.00174363,40.3348,259.664,-11.9938,edfa_aging
1710000573000,S3,C1,18.4749,1.36541e-05,39.9953,179.787,-11.8758,nominal
1710000574000,S1,C1,18.5144,1.25462e-05,39.627,179.9,-12.0317,nominal
1710000574000,S2,C1,15.2997,0.00180475,40.1977,259.069,-11.9887,edfa_aging
1710000574000,S3,C1,18.4137,1.55402e-05,40.014,180.494,-11.9985,nominal
1710000575000,S1,C1,18.444,1.45791e-05,40.0078,180.3,-12.0329,nominal
1710000575000,S2,C1,15.393,0.0016313,39.9966,259.057,-11.8477,edfa_aging
1710000575000,S3,C1,18.4784,1.35531e-05,40.0626,180.09,-12.1801,nominal
1710000576000,S1,C1,18.4872,1.33004e-05,40.0833,179.392,-11.9136,nominal
1710000576000,S2,C1,15.2877,0.00182801,39.9306,259.733,-11.9674,edfa_aging
1710000576000,S3,C1,18.5576,1.14304e-05,39.9511,180.177,-11.9443,nominal
1710000577000,S1,C1,18.4509,1.43676e-05,39.7645,180.134,-11.9825,nominal
1710000577000,S2,C1,15.2368,0.00192984,39.9673,259.916,-11.9334,edfa_aging
1710000577000,S3,C1,18.5116,1.26222e-05,40.0375,179.73,-11.9626,nominal
1710000578000,S1,C1,18.5384,1.19145e-05,40.0475,180.286,-11.9725,nominal
1710000578000,S2,C1,15.2914,0.00182084,40.1549,260.263,-11.9783,edfa_aging
1710000578000,S3,C1,18.4676,1.38686e-05,39.8585,179.675,-11.9264,nominal
1710000579000,S1,C1,18.4423,1.46305e-05,40.0158,180.062,-11.9615,nominal
1710000579000,S2,C1,15.2732,0.00185669,39.6805,259.906,-12.1128,edfa_aging
1710000579000,S3,C1,18.4881,1.32749e-05,40.182,179.686,-12.0877,nominal
1710000580000,S1,C1,18.5661,1.12195e-05,40.0946,180.068,-12.0613,nominal
1710000580000,S2,C1,15.2911,0.00182148,40.0276,260.507,-11.9464,edfa_aging
1710000580000,S3,C1,18.4573,1.41727e-05,39.9048,180.082,-11.9244,nominal
1710000581000,S1,C1,18.5289,1.2161e-05,39.8987,180.507,-12.0116,nominal
1710000581000,S2,C1,15.2802,0.0018428,39.7909,260.512,-12.01,edfa_aging
1710000581000,S3,C1,18.5148,1.25358e-05,40.5398,179.819,-11.9688,nominal
1710000582000,S1,C1,18.3989,1.60323e-05,40.0487,180.093,-11.9155,nominal
1710000582000,S2,C1,15.2098,0.00198565,40.2046,261.36,-11.9889,edfa_aging
1710000582000,S3,C1,18.6008,1.04021e-05,39.9557,180.164,-12.0812,nominal
1710000583000,S1,C1,18.5392,1.18934e-05,39.8952,179.994,-12.0123,nominal
1710000583000,S2,C1,15.2505,0.00190197,39.7737,261.155,-12.0112,edfa_aging
1710000583000,S3,C1,18.5908,1.06318e-05,39.9063,181.04,-12.0973,nominal
1710000584000,S1,C1,18.5777,1.09417e-05,40.0768,179.868,-12.0155,nominal
1710000584000,S2,C1,15.2398,0.00192363,40.1279,261.087,-12.0608,edfa_aging
1710000584000,S3,C1,18.5604,1.13605e-05,40.0306,179.284,-11.925,nominal
1710000585000,S1,C1,18.4605,1.40789e-05,40.0096,180.265,-11.976,nominal
1710000585000,S2,C1,15.1771,0.00205477,39.9459,261.116,-12.0438,edfa_aging
1710000585000,S3,C1,18.5395,1.18862e-05,39.9838,180.097,-11.8255,nominal
1710000586000,S1,C1,18.5493,1.16377e-05,39.9293,179.887,-11.9688,nominal
1710000586000,S2,C1,15.2004,0.00200528,39.9924,261.711,-12.0589,edfa_aging
1710000586000,S3,C1,18.489,1.32485e-05,40.1665,179.953,-11.9426,nominal
1710000587000,S1,C1,18.4101,1.56601e-05,39.7734,180.266,-11.7979,nominal
1710000587000,S2,C1,15.231,0.00194174,40.2397,262.669,-11.9602,edfa_aging
1710000587000,S3,C1,18.4382,1.47585e-05,40.1866,179.566,-12.0641,nominal
1710000588000,S1,C1,18.5126,1.25952e-05,40.2329,180.043,-12.064,nominal
1710000588000,S2,C1,15.1334,0.00215039,39.9891,261.435,-12.0473,edfa_aging
1710000588000,S3,C1,18.501,1.29133e-05,39.9121,180.064,-11.9691,nominal
1710000589000,S1,C1,18.4169,1.54363e-05,40.1521,180.457,-11.9885,nominal
1710000589000,S2,C1,15.1507,0.002112,40.0933,262.037,-12.0318,edfa_aging
1710000589000,S3,C1,18.478,1.35645e-05,39.9058,179.634,-12.074,nominal
1710000590000,S1,C1,18.5241,1.22872e-05,40.1177,179.684,-11.8395,nominal
1710000590000,S2,C1,15.1735,0.00206247,40.0487,262.973,-12.0928,edfa_aging
1710000590000,S3,C1,18.5421,1.18191e-05,39.8944,179.447,-12.0242,nominal
1710000591000,S1,C1,18.4106,1.5643e-05,39.886,180.032,-11.9969,nominal
1710000591000,S2,C1,15.1842,0.00203951,39.8158,263.083,-11.9193,edfa_aging
1710000591000,S3,C1,18.5085,1.27077e-05,40.0771,179.989,-11.9751,nominal
1710000592000,S1,C1,18.3684,1.70877e-05,39.9331,180.143,-11.9694,nominal
1710000592000,S2,C1,15.2064,0.00199265,39.9847,262.798,-12.0251,edfa_aging
1710000592000,S3,C1,18.4717,1.37467e-05,40.1533,180.615,-12.021,nominal
1710000593000,S1,C1,18.5198,1.24018e-05,40.2362,180.168,-12.1151,nominal
1710000593000,S2,C1,15.1051,0.00221398,40.1386,263.024,-12.0026,edfa_aging
1710000593000,S3,C1,18.5232,1.23115e-05,40.1064,179.902,-11.9074,nominal
1710000594000,S1,C1,18.6144,1.00964e-05,40.0974,180.457,-11.9222,nominal
1710000594000,S2,C1,15.18,0.00204866,40.0441,263.096,-11.9678,edfa_aging
1710000594000,S3,C1,18.6468,9.3998e-06,39.9865,180.154,-12.1305,nominal
1710000595000,S1,C1,18.4702,1.37903e-05,39.858,180.16,-11.9303,nominal
1710000595000,S2,C1,15.1884,0.00203064,40.0214,263.113,-12.071,edfa_aging
1710000595000,S3,C1,18.4552,1.42384e-05,40.0136,179.72,-11.9906,nominal
1710000596000,S1,C1,18.5415,1.18346e-05,39.9927,180.366,-11.9344,nominal
1710000596000,S2,C1,15.2267,0.00195057,39.8836,263.538,-11.9993,edfa_aging
1710000596000,S3,C1,18.5575,1.14316e-05,40.1073,179.687,-11.9157,nominal
1710000597000,S1,C1,18.5055,1.27879e-05,40.0071,180.79,-12.0139,nominal
1710000597000,S2,C1,15.1208,0.00217844,40.2263,264.049,-11.9454,edfa_aging
1710000597000,S3,C1,18.5305,1.21203e-05,40.1945,179.401,-11.9896,nominal
1710000598000,S1,C1,18.4838,1.3396e-05,39.9559,180.341,-11.9701,nominal
1710000598000,S2,C1,15.0884,0.00225241,39.9077,264.175,-11.8349,edfa_aging
1710000598000,S3,C1,18.4958,1.30577e-05,40.0035,179.976,-11.9201,nominal
1710000599000,S1,C1,18.5308,1.21123e-05,39.8444,179.577,-12.0048,nominal
1710000599000,S2,C1,15.0499,0.00234271,40.2642,263.643,-11.9898,edfa_aging
1710000599000,S3,C1,18.4627,1.40112e-05,40.1845,180.17,-12.029,nominal
1710000600000,S1,C1,18.5821,1.08355e-05,40.1743,179.429,-11.9319,nominal
1710000600000,S2,C1,15.1465,0.00212131,40.0215,264.336,-12.0192,edfa_aging
1710000600000,S3,C1,18.5017,1.28922e-05,39.9593,179.289,-11.9416,nominal
1710000601000,S1,C1,18.4382,1.47579e-05,40.0745,180.271,-12.0005,nominal
1710000601000,S2,C1,15.1758,0.00205767,40.0997,264.347,-11.976,edfa_aging
1710000601000,S3,C1,18.5117,1.26185e-05,40.0389,179.217,-12.0896,nominal
1710000602000,S1,C1,18.5282,1.21797e-05,39.9567,179.85,-11.937,nominal
1710000602000,S2,C1,15.0696,0.0022962,39.7791,265.27,-12.0261,edfa_aging
1710000602000,S3,C1,18.5393,1.18914e-05,40.1779,180.181,-11.998,nominal
1710000603000,S1,C1,18.5173,1.247e-05,39.7504,180.119,-12.1056,nominal
1710000603000,S2,C1,15.1188,0.00218312,40.0102,264.446,-12.1177,edfa_aging
1710000603000,S3,C1,18.536,1.19754e-05,39.8809,179.702,-12.0156,nominal
1710000604000,S1,C1,18.4288,1.50557e-05,39.8989,179.932,-12.0255,nominal
1710000604000,S2,C1,15.1324,0.00215255,39.85,264.719,-12.023,edfa_aging
1710000604000,S3,C1,18.5168,1.24827e-05,39.7524,179.339,-11.9487,nominal
1710000605000,S1,C1,18.5807,1.08683e-05,39.9859,180.526,-12.2257,nominal
1710000605000,S2,C1,15.13,0.00215795,40.0064,264.83,-12.0345,edfa_aging
1710000605000,S3,C1,18.4666,1.3897e-05,39.8437,180.233,-12.0474,nominal
1710000606000,S1,C1,18.5975,1.04782e-05,40.1169,180.483,-12.0112,nominal
1710000606000,S2,C1,15.0553,0.00232995,40.1767,266.935,-11.9831,edfa_aging
1710000606000,S3,C1,18.5159,1.25058e-05,39.9873,179.882,-11.9947,nominal
1710000607000,S1,C1,18.4524,1.43234e-05,39.9314,179.549,-11.9382,nominal
1710000607000,S2,C1,15.1004,0.00222468,40.0483,266.417,-12.237,edfa_aging
1710000607000,S3,C1,18.4774,1.35812e-05,39.8546,179.805,-12.2627,nominal
1710000608000,S1,C1,18.5869,1.07232e-05,40.1532,180.111,-12.0199,nominal
1710000608000,S2,C1,15.059,0.00232113,40.0329,265.837,-11.9959,edfa_aging
1710000608000,S3,C1,18.4485,1.44419e-05,39.9896,179.963,-12.0345,nominal
1710000609000,S1,C1,18.5028,1.28629e-05,40.0082,179.881,-11.8127,nominal
1710000609000,S2,C1,15.0073,0.00244594,40.1424,266.489,-12.0134,edfa_aging
1710000609000,S3,C1,18.5456,1.17299e-05,40.2123,179.707,-11.95,nominal
1710000610000,S1,C1,18.4918,1.31686e-05,39.8756,179.476,-12.0783,nominal
1710000610000,S2,C1,15.0607,0.00231705,39.8148,265.619,-11.9898,edfa_aging
1710000610000,S3,C1,18.4675,1.38715e-05,39.9551,181.098,-11.9028,nominal
1710000611000,S1,C1,18.5752,1.10009e-05,39.5685,180.261,-12.0263,nominal
1710000611000,S2,C1,15.0587,0.00232186,40.0122,266.387,-12.0385,edfa_aging
1710000611000,S3,C1,18.4408,1.46773e-05,40.2055,179.109,-11.9661,nominal
1710000612000,S1,C1,18.5114,1.26287e-05,39.8113,179.944,-12.0729,nominal
1710000612000,S2,C1,14.9856,0.00249994,39.9045,267.567,-12.0033,edfa_aging
1710000612000,S3,C1,18.5049,1.2805e-05,40.1371,179.765,-11.9987,nominal
1710000613000,S1,C1,18.5162,1.24995e-05,39.764,180.179,-12.0394,nominal
1710000613000,S2,C1,15.0488,0.00234536,40.1636,266.785,-12.1376,edfa_aging
1710000613000,S3,C1,18.404,1.58609e-05,39.8496,180.195,-11.8482,nominal
1710000614000,S1,C1,18.5759,1.09839e-05,39.965,180.994,-12.0368,nominal
1710000614000,S2,C1,15.1192,0.00218218,39.8906,266.508,-12.0607,edfa_aging
1710000614000,S3,C1,18.4973,1.30148e-05,40.1519,180.125,-12.0009,nominal
1710000615000,S1,C1,18.5644,1.12615e-05,40.0377,180.534,-12.1166,nominal
1710000615000,S2,C1,14.9376,0.00262252,40.2428,266.965,-12.0874,edfa_aging
1710000615000,S3,C1,18.523,1.23164e-05,40.1366,179.494,-12.0193,nominal
1710000616000,S1,C1,18.5447,1.17543e-05,40.1965,180.444,-12.0772,nominal
1710000616000,S2,C1,15.0404,0.00236542,40.3069,267.156,-11.9165,edfa_aging
1710000616000,S3,C1,18.4795,1.35201e-05,40.1538,179.836,-11.9799,nominal
1710000617000,S1,C1,18.43,1.50179e-05,39.9862,179.838,-11.8382,nominal
1710000617000,S2,C1,15.0438,0.00235718,39.6787,267.507,-11.9661,edfa_aging
1710000617000,S3,C1,18.5124,1.25999e-05,40.0392,179.932,-12.009,nominal
1710000618000,S1,C1,18.4214,1.52924e-05,39.8145,179.527,-12.0203,nominal
1710000618000,S2,C1,14.9936,0.00247992,39.9758,267.689,-12.0562,edfa_aging
1710000618000,S3,C1,18.6084,1.02309e-05,40.0485,180.516,-12.0865,nominal
1710000619000,S1,C1,18.5563,1.14614e-05,40.3412,180.501,-11.927,nominal
1710000619000,S2,C1,15.0001,0.00246362,39.7589,267.737,-12.1529,edfa_aging
1710000619000,S3,C1,18.5718,1.10825e-05,39.9252,180.622,-12.1376,nominal
1710000620000,S1,C1,18.4537,1.42839e-05,40.0352,179.879,-12.1005,nominal
1710000620000,S2,C1,14.9634,0.00255601,40.1873,267.518,-12.0038,edfa_aging
1710000620000,S3,C1,18.5471,1.16917e-05,39.8775,180.634,-12.088,nominal
1710000621000,S1,C1,18.5074,1.27362e-05,39.949,180.019,-12.0087,nominal
1710000621000,S2,C1,15.037,0.00237356,39.8687,268.272,-11.9692,edfa_aging
1710000621000,S3,C1,18.5305,1.21203e-05,40.0005,180.055,-11.9798,nominal
1710000622000,S1,C1,18.4463,1.45086e-05,39.9493,179.85,-11.9569,nominal
1710000622000,S2,C1,14.9151,0.00268182,40.096,268.455,-12.0981,edfa_aging
1710000622000,S3,C1,18.4745,1.36644e-05,40.1146,180.534,-11.9559,nominal
1710000623000,S1,C1,18.4908,1.31974e-05,39.7859,180.041,-12.0132,nominal
1710000623000,S2,C1,14.9478,0.0025962,40.0485,268.015,-12.0043,edfa_aging
1710000623000,S3,C1,18.4934,1.3125e-05,39.9197,180.219,-11.9651,nominal
1710000624000,S1,C1,18.4361,1.4826e-05,40.0842,180.965,-12.0403,nominal
1710000624000,S2,C1,14.8503,0.00285771,39.8597,269.043,-12.0288,edfa_aging
1710000624000,S3,C1,18.486,1.33331e-05,40.2523,179.901,-12.0485,nominal
1710000625000,S1,C1,18.5815,1.085e-05,40.045,179.875,-12.0145,nominal
1710000625000,S2,C1,14.956,0.00257496,39.7702,268.933,-11.9694,edfa_aging
1710000625000,S3,C1,18.5017,1.2894e-05,39.944,179.872,-12.0427,nominal
1710000626000,S1,C1,18.4491,1.44241e-05,40.2274,179.888,-11.9973,nominal
1710000626000,S2,C1,14.9512,0.00258733,40.1704,269.86,-11.9968,edfa_aging
1710000626000,S3,C1,18.5061,1.27714e-05,40.0593,180.278,-11.9351,nominal
1710000627000,S1,C1,18.4939,1.31107e-05,40.1545,180.082,-11.9334,nominal
1710000627000,S2,C1,14.8416,0.00288201,39.9101,269.548,-12.047,edfa_aging
1710000627000,S3,C1,18.4598,1.41005e-05,39.811,180.133,-12.0609,nominal
1710000628000,S1,C1,18.4906,1.32038e-05,40.1196,180.115,-11.9038,nominal
1710000628000,S2,C1,14.8745,0.00279102,40.0419,269.277,-12.029,edfa_aging
1710000628000,S3,C1,18.5809,1.08634e-05,40.2433,179.789,-12.0418,nominal
1710000629000,S1,C1,18.5603,1.13624e-05,40.1782,179.519,-12.1045,nominal
1710000629000,S2,C1,14.9346,0.0026305,40.2172,269.359,-11.892,edfa_aging
1710000629000,S3,C1,18.4481,1.44537e-05,40.1208,179.63,-11.8881,nominal
1710000630000,S1,C1,18.429,1.50486e-05,39.9469,179.289,-12.1631,nominal
1710000630000,S2,C1,14.879,0.00277875,39.9969,270.589,-11.9421,edfa_aging
1710000630000,S3,C1,18.5183,1.24411e-05,40.2065,179.621,-11.9949,nominal
1710000631000,S1,C1,18.4983,1.29868e-05,39.9231,179.766,-12.015,nominal
1710000631000,S2,C1,14.8358,0.0028986,39.9554,270.527,-11.9009,edfa_aging
1710000631000,S3,C1,18.5519,1.15716e-05,39.8339,180.562,-12.0484,nominal
1710000632000,S1,C1,18.4895,1.32335e-05,39.9824,179.914,-11.9994,nominal
1710000632000,S2,C1,14.7641,0.00310613,39.8464,270.459,-11.9835,edfa_aging
1710000632000,S3,C1,18.4987,1.29773e-05,40.2296,179.904,-12.0577,nominal
1710000633000,S1,C1,18.5265,1.22244e-05,39.8031,179.683,-11.9428,nominal
1710000633000,S2,C1,14.8991,0.00272432,40.0718,270.755,-11.9774,edfa_aging
1710000633000,S3,C1,18.4666,1.38969e-05,40.0859,180.052,-11.908,nominal
1710000634000,S1,C1,18.5236,1.23009e-05,39.9687,179.596,-11.9149,nominal
1710000634000,S2,C1,14.9715,0.00253545,39.8771,270.059,-11.8853,edfa_aging
1710000634000,S3,C1,18.5017,1.28943e-05,39.924,180.594,-12.0048,nominal
1710000635000,S1,C1,18.4768,1.35979e-05,39.9408,179.62,-12.0526,nominal
1710000635000,S2,C1,14.8447,0.00287355,39.7455,271.231,-12.0375,edfa_aging
1710000635000,S3,C1,18.5971,1.04856e-05,39.9567,180.622,-11.9904,nominal
1710000636000,S1,C1,18.512,1.26122e-05,40.0907,179.838,-11.8359,nominal
1710000636000,S2,C1,14.8823,0.00276986,39.9122,270.89,-11.991,edfa_aging
1710000636000,S3,C1,18.5313,1.20983e-05,39.7927,180.359,-11.9896,nominal
1710000637000,S1,C1,18.4813,1.34693e-05,39.9884,179.947,-11.9793,nominal
1710000637000,S2,C1,14.8745,0.0027911,39.9057,271.107,-11.9813,edfa_aging
1710000637000,S3,C1,18.4855,1.33476e-05,39.9903,180.184,-12.1622,nominal
1710000638000,S1,C1,18.5234,1.23061e-05,39.7044,179.341,-12.1403,nominal
1710000638000,S2,C1,14.8424,0.00287996,39.7542,271.702,-12.1076,edfa_aging
1710000638000,S3,C1,18.5293,1.2152e-05,40.1506,179.828,-12.0747,nominal
1710000639000,S1,C1,18.4949,1.30834e-05,39.9954,179.773,-11.9234,nominal
1710000639000,S2,C1,14.8445,0.00287398,39.9638,271.692,-11.8338,edfa_aging
1710000639000,S3,C1,18.4902,1.32153e-05,39.8894,180.031,-11.987,nominal
1710000640000,S1,C1,18.4672,1.38785e-05,40.2034,180.135,-11.9777,nominal
1710000640000,S2,C1,14.8385,0.00289072,40.1238,271.039,-12.14,edfa_aging
1710000640000,S3,C1,18.4062,1.57892e-05,40.0743,180.108,-12.0112,nominal
1710000641000,S1,C1,18.4986,1.29788e-05,39.7158,179.942,-11.9769,nominal
1710000641000,S2,C1,14.7824,0.00305192,40.0875,272.078,-12.1209,edfa_aging
1710000641000,S3,C1,18.5122,1.26058e-05,39.8377,180.286,-11.9737,nominal
1710000642000,S1,C1,18.5182,1.2445e-05,39.8773,179.447,-12.1263,nominal
1710000642000,S2,C1,14.944,0.00260597,40.3081,271.92,-12.0777,edfa_aging
1710000642000,S3,C1,18.5522,1.1565e-05,39.6195,179.767,-12.0757,nominal
1710000643000,S1,C1,18.6133,1.01208e-05,39.9939,179.848,-12.0239,nominal
1710000643000,S2,C1,14.9484,0.00259468,40.173,272.626,-11.9887,edfa_aging
1710000643000,S3,C1,18.5578,1.1425e-05,39.9894,180.332,-12.073,nominal
1710000644000,S1,C1,18.4754,1.36378e-05,39.7926,179.983,-11.9871,nominal
1710000644000,S2,C1,14.8211,0.00293998,40.0406,272.408,-11.9365,edfa_aging
1710000644000,S3,C1,18.4967,1.30313e-05,40.2369,180.418,-11.9694,nominal
1710000645000,S1,C1,18.5153,1.25217e-05,39.9092,180.298,-12.012,nominal
1710000645000,S2,C1,14.8882,0.00275377,39.6922,272.75,-11.8675,edfa_aging
1710000645000,S3,C1,18.4294,1.50376e-05,40.1952,180.154,-11.8692,nominal
1710000646000,S1,C1,18.5732,1.10494e-05,40.0001,179.339,-11.9451,nominal
1710000646000,S2,C1,14.7511,0.00314493,40.0358,272.3,-11.9499,edfa_aging
1710000646000,S3,C1,18.56,1.13708e-05,39.9152,179.457,-12.0797,nominal
1710000647000,S1,C1,18.3961,1.61264e-05,39.794,180.263,-11.8998,nominal
1710000647000,S2,C1,14.7741,0.00307652,40.1872,272.525,-12.0625,edfa_aging
1710000647000,S3,C1,18.4923,1.3157e-05,40.2035,179.269,-12.0062,nominal
1710000648000,S1,C1,18.4128,1.55693e-05,40.0361,179.804,-11.8785,nominal
1710000648000,S2,C1,14.8353,0.00289977,39.9608,272.584,-11.9641,edfa_aging
1710000648000,S3,C1,18.5369,1.19535e-05,40.17,180.28,-12.0756,nominal
1710000649000,S1,C1,18.4406,1.46856e-05,40.0535,180.07,-11.9002,nominal
1710000649000,S2,C1,14.7144,0.00325648,40.2201,273.325,-12.1339,edfa_aging
1710000649000,S3,C1,18.5565,1.14554e-05,40.07,179.315,-12.1302,nominal
1710000650000,S1,C1,18.4943,1.30998e-05,39.802,180.262,-12.0115,nominal
1710000650000,S2,C1,14.7003,0.00330041,39.8625,273.001,-11.8815,edfa_aging
1710000650000,S3,C1,18.5169,1.24787e-05,39.9603,180.083,-12.0094,nominal
1710000651000,S1,C1,18.622,9.92896e-06,39.9965,179.641,-11.863,nominal
1710000651000,S2,C1,14.7759,0.00307109,40.0429,273.409,-12.0149,edfa_aging
1710000651000,S3,C1,18.4969,1.30274e-05,40.16,181.138,-12.0236,nominal
1710000652000,S1,C1,18.5196,1.24081e-05,40.1545,179.666,-11.979,nominal
1710000652000,S2,C1,14.6532,0.00344969,40.1296,274.567,-12.198,edfa_aging
1710000652000,S3,C1,18.4685,1.38413e-05,39.9982,179.953,-12.2029,nominal
1710000653000,S1,C1,18.5604,1.13599e-05,39.9663,179.943,-11.9318,nominal
1710000653000,S2,C1,14.8319,0.00290955,40.2618,274.256,-12.012,edfa_aging
1710000653000,S3,C1,18.4782,1.35571e-05,39.9525,179.467,-12.0552,nominal
